pincode,state,district,latitude,longitude,School_Dropout_Risk_Index,Migrant_Hunger_Score,Village_Hollow_Out_Rate,Electoral_Discrepancy_Index,Skill_Gap_Migration_Flow,Governance_Risk_Score,Risk_Score,children_enrolled,adult_migration_volume,labor_activity,Primary_Sector_Concern
185135,Jammu and Kashmir,Rajouri,1.0,1.0,27.00038402457757,23.4431447858364,37.148562418926154,26.272969271976578,33.22744218181287,28.874193548387098,50,152.0,1085.0,1891.0,Rural_Hollowing
185151,Jammu and Kashmir,Rajouri,1.0,1.0,23.216233805015417,32.40640967427054,42.50818461455073,28.352512847744492,44.90124934303369,33.568958333333335,50,517.0,2910.0,4209.0,Labor
185152,Jammu and Kashmir,Rajouri,1.0,1.0,22.543764206807687,23.631233021137305,35.58711950872113,27.271099239251004,32.62666143197762,27.916304347826088,30,207.0,462.0,1512.0,Rural_Hollowing
185153,Jammu and Kashmir,Rajouri,1.0,1.0,23.68727598566308,20.733903611157995,31.548439675935025,27.240711207460446,26.249236431313722,25.676236559139785,30,93.0,298.0,818.0,Rural_Hollowing
185154,Jammu and Kashmir,Jammu,32.74267,74.846591,22.629032258064516,17.895272896148228,24.52325656838298,28.638560669826038,23.60737538879386,23.664193548387097,50,92.0,327.0,687.0,Electoral
185155,Jammu and Kashmir,Rajouri,1.0,1.0,19.492424242424242,19.061750642645702,32.96363303755881,26.263194100911083,27.691575335920632,24.76,50,75.0,338.0,872.0,Rural_Hollowing
185156,Jammu and Kashmir,Rajouri,1.0,1.0,24.840577025970283,19.89699189118664,31.30039385515743,27.591079698459602,24.88620519684699,25.518764044943822,30,79.0,388.0,756.0,Rural_Hollowing
185201,Jammu and Kashmir,Rajouri,1.0,1.0,24.09129689309407,26.749669205331717,35.798352093901975,27.70817017746611,38.48063393982334,30.161684210526317,50,351.0,868.0,3463.0,Labor
185202,Jammu and Kashmir,Rajouri,1.0,1.0,24.41801222212878,25.28813691366355,37.343693636198175,26.57267185719735,34.2022396071899,29.026489361702126,30,199.0,991.0,1616.0,Rural_Hollowing
185203,Jammu and Kashmir,Rajouri,1.0,1.0,21.624744617318875,25.16881443128546,35.00694598215346,27.811348916392635,35.40678502989939,28.644356435643562,50,277.0,966.0,2675.0,Labor
185212,Jammu and Kashmir,Rajouri,1.0,1.0,26.0706578644723,28.35501473083338,40.61931035069077,27.228517437368442,41.091593908561364,32.00340206185567,50,302.0,1782.0,5347.0,Labor
185233,Jammu and Kashmir,Rajouri,1.0,1.0,30.67114157320343,25.994272280546387,37.631348329412916,28.00295098624949,34.68116643988725,30.914020618556698,50,231.0,1056.0,1741.0,Rural_Hollowing
190001,Jammu and Kashmir,Srinagar,34.0744167,74.8048056,26.230251415251413,29.900303148211602,42.84338410969087,29.801917906070518,41.695234910826805,33.4426,50,239.0,1847.0,3157.0,Rural_Hollowing
190002,Jammu and Kashmir,Srinagar,34.0893611,74.8056388,27.671618831083425,38.01872688561011,49.52432732485934,33.86131282690911,49.76490368020733,38.9849504950495,50,438.0,7249.0,6195.0,Labor
190003,Jammu and Kashmir,Srinagar,34.0733056,74.8165556,27.389959057423173,33.926586487666206,47.6901238433008,30.40965088680443,44.77521801793114,35.97373737373737,50,263.0,3826.0,4150.0,Rural_Hollowing
190004,Jammu and Kashmir,Srinagar,34.0639722,74.8484166,21.57088122605364,17.58126590244801,26.95940207696643,27.66340308732697,20.625452754797795,22.915172413793105,30,19.0,147.0,295.0,Electoral
190005,Jammu and Kashmir,Srinagar,34.0343333,74.8004722,26.749109224109226,24.767304565226226,36.85255521420732,29.348606215119084,31.537210049188992,29.476,30,124.0,921.0,1199.0,Rural_Hollowing
190006,Jammu and Kashmir,Ganderbal,34.19629,74.806902,28.301619513008962,34.76523377837659,46.455874745198706,29.60411355281574,47.526380253552695,36.488,50,399.0,3404.0,5439.0,Labor
190007,Jammu and Kashmir,Srinagar,33.9998889,74.7688889,46.53846153846154,15.954017551414804,27.368306314604947,26.368089205806193,17.37105920726698,26.669615384615383,30,3.0,83.0,29.0,Education
190008,Jammu and Kashmir,Srinagar,34.0579,74.8167,26.32896015549077,24.307406692561514,38.9542408334644,27.80642882091133,33.36316709525156,29.594183673469388,30,100.0,796.0,1205.0,Rural_Hollowing
190009,Jammu and Kashmir,Srinagar,34.0709444,74.8016111,19.661516379601487,24.875352631899563,39.72807627660749,27.47869720900756,32.91670529024149,28.319680851063833,30,96.0,829.0,906.0,Rural_Hollowing
190010,Jammu and Kashmir,Srinagar,34.0699167,74.8098333,23.742277432712218,28.69274593043852,41.38523006161691,27.990482627052206,38.279002746917705,31.348000000000003,30,173.0,1647.0,1875.0,Rural_Hollowing
190011,Jammu and Kashmir,Srinagar,34.0733056,74.8165556,27.051981214519913,29.98735772206358,40.65799673257652,26.90462127368936,42.934256966333834,32.819901960784314,50,285.0,2264.0,4961.0,Labor
190012,Jammu and Kashmir,Srinagar,34.1009722,74.7345556,21.975806451612904,25.125611427887026,39.16513010001468,27.561502006781716,31.64686677221215,28.5152688172043,30,87.0,946.0,837.0,Rural_Hollowing
190014,Jammu and Kashmir,Srinagar,34.0376694,74.7871666,31.21598639455782,25.27881682834058,41.67009230387782,26.893991874566,29.494830047726467,30.171938775510203,30,56.0,835.0,519.0,Rural_Hollowing
190015,Jammu and Kashmir,Srinagar,34.0299167,74.8225278,26.378185587960672,30.275018153934205,41.72709031577996,35.42612652606065,41.978485524052296,34.84235294117647,50,318.0,2859.0,3642.0,Labor
190017,Jammu and Kashmir,Srinagar,34.104983,74.673205,30.668206026494794,33.035222486724585,44.834805342630865,27.63151674357415,44.28715980957942,35.231515151515154,50,332.0,3593.0,2625.0,Rural_Hollowing
190018,Jammu and Kashmir,Budgam,34.044837,74.731965,24.416624769565946,30.433376427932043,42.45605210660223,27.82899643047593,39.45504203958099,32.18686274509804,30,265.0,1577.0,2113.0,Rural_Hollowing
190019,Jammu and Kashmir,Srinagar,113.3,96.33,22.870967741935484,21.82632794072218,33.734413416703156,27.295765554142832,27.179183972672824,26.25967741935484,30,81.0,478.0,647.0,Rural_Hollowing
190020,Jammu and Kashmir,Srinagar,34.1529167,74.8017222,21.54066985645933,19.19783752441798,29.487286328345764,26.81041744162838,30.490831401851104,25.37221052631579,30,118.0,286.0,1589.0,Labor
190021,Jammu and Kashmir,Srinagar,34.0213056,74.7696944,33.18007662835249,23.81788151239811,40.72231459607173,26.973747914913176,25.33440213537456,29.319080459770117,30,30.0,610.0,186.0,Rural_Hollowing
190023,Jammu and Kashmir,Srinagar,34.061257,74.817321,27.2713061349425,24.077150158088408,38.51259641885277,27.978684447748236,33.154695837833366,29.672020202020203,50,101.0,875.0,1559.0,Rural_Hollowing
190024,Jammu and Kashmir,Srinagar,34.1642778,74.8303611,64.16666666666667,13.30463007594192,19.910774537873202,28.171136457347284,15.812634175992443,28.683333333333334,30,0.0,8.0,6.0,Education
191101,Jammu and Kashmir,Srinagar,34.056735,74.948642,25.894125347733592,27.63726146775726,39.931208334258834,29.185564286202233,35.717930928739094,31.13577319587629,50,207.0,1235.0,1934.0,Rural_Hollowing
191102,Jammu and Kashmir,Pulwama,34.0263611,74.96675,31.3109756097561,14.86644612334458,24.203981833770474,26.152329355899997,17.87266960655181,22.979146341463416,30,40.0,101.0,144.0,Education
191103,Jammu and Kashmir,Pulwama,34.0733056,74.8165556,29.551971326164875,19.490906646449293,31.469551951239513,26.967023405657155,26.091422140784886,26.489032258064515,30,110.0,607.0,796.0,Rural_Hollowing
191111,Jammu and Kashmir,Badgam,34.01525,74.7239722,33.59564206728068,39.74418084945212,46.84952913808219,34.731426195453864,50.09099532084088,40.39669902912621,50,1141.0,11583.0,6691.0,Labor
191112,Jammu and Kashmir,Badgam,33.8614722,74.7669444,32.708248902397834,24.52170288633326,38.6135502827048,26.679054835920756,31.48747277146092,30.20563829787234,30,201.0,938.0,1175.0,Rural_Hollowing
191113,Jammu and Kashmir,Badgam,36.5,25.6,30.081574912459217,35.94975428504039,45.04877344343007,31.52697614862623,45.64379478518607,36.974356435643564,50,596.0,4659.0,3264.0,Labor
191121,Jammu and Kashmir,Srinagar,34.166345,74.909643,25.960398445092324,23.61142536785669,36.4235873439118,26.94208871227433,33.66328868401937,28.846122448979592,50,146.0,1178.0,1823.0,Rural_Hollowing
191131,Jammu and Kashmir,Ganderbal,33.89,74.24,29.025111080177933,33.11133807852295,44.9916020905351,30.515967370263343,41.49474083245698,35.10469387755102,50,381.0,2355.0,2253.0,Rural_Hollowing
191132,Jammu and Kashmir,Budgam,34.0045833,74.7947778,64.28571428571429,12.568345237196468,25.767458607492756,24.445012282729266,15.069909926652072,28.361428571428572,0,0.0,6.0,2.0,Education
191201,Jammu and Kashmir,Ganderbal,34.289616,74.836014,28.134748131469493,32.26949280748927,43.70311034711052,27.298340670062085,41.01223261108176,33.6636,50,319.0,1990.0,2113.0,Rural_Hollowing
191202,Jammu and Kashmir,Ganderbal,32.5,23.5,29.563047213557414,31.20975638749922,41.545378186816244,29.851477020860674,40.80336456825795,34.01020408163265,50,367.0,2692.0,2988.0,Rural_Hollowing
192101,Jammu and Kashmir,Anantnag,33.7399722,75.1323611,29.433337381271993,31.82856698961958,39.6264320722781,39.150433059427385,41.846302125987684,36.35366336633663,50,628.0,4056.0,2656.0,Labor
192121,Jammu and Kashmir,Budgam,34.126103,74.673205,28.512776475695134,31.04539130891828,42.54741593397636,27.62225505477264,39.95242307096447,33.190303030303035,50,286.0,2209.0,2198.0,Rural_Hollowing
192122,Jammu and Kashmir,Pulwama,32.5,26.5,28.761755088882747,23.62979902808217,36.858244787423715,26.466288878473947,33.20634694790149,29.264574468085105,50,166.0,666.0,1239.0,Rural_Hollowing
192123,Jammu and Kashmir,Pulwama,32.5,32.6,29.93866423764557,32.31524401765062,41.97000276938486,30.762085907010498,42.00344709515814,34.837272727272726,50,433.0,4314.0,3629.0,Labor
192124,Jammu and Kashmir,Anantnag,123.6,72.4,31.189771013300426,32.54149765705113,42.38954445466906,27.825956627127407,40.63479776949836,34.18818181818182,50,434.0,4419.0,3172.0,Rural_Hollowing
192125,Jammu and Kashmir,Anantnag,33.89,74.24,34.8612243765305,28.954206966625133,46.136640933399725,25.928411990721855,33.903324840648075,32.94622448979592,50,145.0,1729.0,803.0,Rural_Hollowing
192126,Jammu and Kashmir,Anantnag,34.04608,75.295105,26.409423002679585,31.96532802823963,40.351065616294896,36.31827836957174,40.95492155483479,34.998333333333335,50,504.0,2228.0,1767.0,Labor
192129,Jammu and Kashmir,Anantnag,33.804708,75.274752,37.06933542647828,23.036498688572234,36.56740216686324,26.699078812855216,29.322090826655472,30.045494505494503,30,103.0,626.0,725.0,Education
192201,Jammu and Kashmir,Anantnag,36.5,12.3,26.551602221926135,33.81555767790981,42.50464644822139,28.94277339844233,44.44108475414627,34.572626262626265,50,518.0,4828.0,4521.0,Labor
192202,Jammu and Kashmir,Anantnag,34.126103,74.628679,28.71471049330343,33.25566998933886,40.69333924694067,30.068729969206817,43.92832119988115,34.80061855670103,50,635.0,4813.0,3832.0,Labor
192210,Jammu and Kashmir,Anantnag,33.730987,75.150143,30.936640028840955,24.086687873164532,37.79110518593032,27.254001046774206,27.79972723969191,29.04685393258427,50,126.0,605.0,376.0,Rural_Hollowing
192211,Jammu and Kashmir,Anantnag,256.2,284.2,28.447413057934583,27.969596241235184,38.44011212304869,28.874569897922623,37.29849157511522,31.72752577319588,50,301.0,2297.0,1768.0,Rural_Hollowing
192212,Jammu and Kashmir,Anantnag,132.0,123.9,29.296567979557672,28.212817240975287,39.737981374411994,27.024807215542907,37.7867224747393,31.776288659793817,50,251.0,2500.0,2148.0,Rural_Hollowing
192221,Jammu and Kashmir,Anantnag,33.592697,75.165839,22.985055724417425,24.482794602938736,35.85333157215599,27.47387919863795,32.841662083528,28.308829787234046,30,177.0,733.0,1641.0,Rural_Hollowing
192231,Jammu and Kashmir,Anantnag,34.083503,74.673205,29.022425142685005,41.28811209595404,48.49220340082361,39.003951817132666,54.05922858376794,41.89861386138614,50,1389.0,10749.0,16155.0,Labor
192232,Jammu and Kashmir,Kulgam,235.6,90.2,27.949703217744453,25.189201657622135,38.53828942002923,26.76746950392095,31.33800474784917,29.36824742268041,30,209.0,907.0,1323.0,Rural_Hollowing
192233,Jammu and Kashmir,Kulgam,33.653266,75.158101,61.25,11.874571701520967,20.894972501785787,24.445012282729266,15.654326105010076,27.0,0,1.0,6.0,4.0,Education
192301,Jammu and Kashmir,Pulwama,45.6322,73.2532,30.304211856905923,35.72389881864159,40.595222538890525,39.34144113405235,47.87546639855866,38.70536082474227,50,1055.0,9246.0,4898.0,Labor
192302,Jammu and Kashmir,Pulwama,33.79725,74.8612222,31.570833333333333,17.320942198579502,27.54224620048434,27.320012282729266,20.291907082459797,24.797874999999998,30,29.0,212.0,201.0,Education
192303,Jammu and Kashmir,Pulwama,23.5,1.9,30.15188800465278,37.06561808552032,46.3605161650009,32.54719863757528,49.53807881272758,38.4422,50,1278.0,7375.0,8552.0,Labor
192304,Jammu and Kashmir,Pulwama,33.920852,74.943838,30.86840313244808,21.368567064510902,35.39583679849179,28.1510071629189,25.066468791844947,27.80842696629213,30,75.0,506.0,375.0,Rural_Hollowing
192305,Jammu and Kashmir,Pulwama,129.6,72.4,26.571428571428573,15.418662126218837,27.407275847450244,26.759012960747537,17.89857195124076,22.778375,30,36.0,151.0,156.0,Rural_Hollowing
192401,Jammu and Kashmir,Anantnag,25.9,36.9,31.18315286863674,25.766392630574757,37.67405328941662,26.703076798858298,31.21738354480834,29.960645161290323,50,191.0,1178.0,1144.0,Rural_Hollowing
193101,Jammu and Kashmir,Baramula,34.17,74.42,27.091016254738516,34.555174135998556,41.718500984360574,34.283087872329304,45.74930656298456,36.3083,50,1034.0,3931.0,3954.0,Labor
193103,Jammu and Kashmir,Baramula,34.239301,74.420231,31.91788582806138,23.10538144296522,34.91428383613587,26.416638226700346,30.820430217404493,29.01,30,207.0,685.0,1043.0,Rural_Hollowing
193108,Jammu and Kashmir,Baramula,34.212517,74.468761,64.7457627118644,18.405020893485013,34.33934074959444,25.46196143527164,20.578194481615867,32.261864406779665,30,2.0,145.0,42.0,Education
193109,Jammu and Kashmir,Baramula,34.211231,74.44377,70.0,18.150636204723767,34.91695945828228,24.445012282729266,18.47995563118129,32.67,0,0.0,2.0,0.0,Education
193121,Jammu and Kashmir,Bandipore,34.140459,74.596821,30.41403939905312,35.872543729013934,45.32024987315261,28.818899108411827,47.09454600473989,36.67941747572816,50,691.0,6182.0,5925.0,Labor
193122,Jammu and Kashmir,Baramula,34.140443,74.118064,30.311749473171066,31.01578314694953,40.87665572573475,28.571198968120225,41.39980072707914,33.81979381443299,50,389.0,2569.0,3260.0,Labor
193123,Jammu and Kashmir,Baramula,34.08,74.01,30.415043307633315,30.3204654140509,43.37655590916395,28.090760621802286,39.94085455104641,33.664375,50,292.0,2432.0,2576.0,Rural_Hollowing
193201,Jammu and Kashmir,Baramula,34.383849,74.432706,27.987455938119854,35.13489594382409,43.32819340997101,32.9375328732249,48.84379941659171,37.12725490196078,70,1211.0,9343.0,12276.0,Labor
193221,Jammu and Kashmir,Baramula,34.4,74.28,31.4410684430512,33.52082212981945,43.45842142247362,27.045012282729267,44.06251734971804,35.0846,50,512.0,3140.0,3338.0,Labor
193222,Jammu and Kashmir,Kupwara,34.55021,74.250527,32.45346143900554,35.92311899271673,45.0927850760139,28.64947578106147,46.72459425996376,36.946633663366335,50,784.0,10391.0,7270.0,Labor
193223,Jammu and Kashmir,Kupwara,34.07,74.72,32.83455619638961,33.68507270614831,44.85097583312129,27.354873334465587,46.591923342542664,36.189081632653064,50,545.0,6115.0,6206.0,Labor
193224,Jammu and Kashmir,Kupwara,34.619195,74.05057499999998,32.13908616938673,34.0158757502878,42.20406241143299,29.147552053179105,46.90716199581025,36.22980198019802,50,881.0,13509.0,8757.0,Labor
193225,Jammu and Kashmir,Kupwara,34.3996,73.86239999999998,32.92919623331994,28.351298569855775,41.03909201381021,26.76164620123871,37.927153036921354,32.68752577319588,50,260.0,2263.0,2386.0,Rural_Hollowing
193301,Jammu and Kashmir,Baramula,34.72,74.33,27.01559454191033,25.998850274125694,38.91647468394491,26.82238766378366,36.49625610961438,30.445656565656563,30,217.0,1209.0,3043.0,Rural_Hollowing
193302,Jammu and Kashmir,Kupwara,34.37,74.29999999999998,26.604900804575273,28.197830455406685,35.084240517622554,27.393690168453254,40.24097404724726,31.12019607843137,50,519.0,2665.0,4106.0,Labor
193303,Jammu and Kashmir,Baramula,34.31,74.32,25.235525356659373,26.315733226939493,38.869247950678215,27.17401733525933,34.91846526083984,29.917938144329895,45,219.0,1084.0,1708.0,Rural_Hollowing
193401,Jammu and Kashmir,Badgam,34.126103,74.60939,30.127556788002543,29.694906297003943,42.65390911029235,26.7918677985559,36.06272926783509,32.27346938775511,50,281.0,1646.0,1232.0,Rural_Hollowing
193402,Jammu and Kashmir,Baramula,34.126103,74.673205,29.51657979209,29.220274248508762,41.521856644721275,26.28174697660682,39.28037298441936,32.402244897959186,50,297.0,1988.0,2424.0,Rural_Hollowing
193403,Jammu and Kashmir,Baramula,34.031827,74.235936,28.426966292134832,18.481391112154856,31.03957076645836,26.692203293965218,24.148092416811892,25.540112359550562,30,52.0,260.0,435.0,Rural_Hollowing
193404,Jammu and Kashmir,Baramula,34.062047,74.510604,38.84796626984127,22.23814357290947,35.29888627876859,27.415012847744492,29.140803366958394,30.19395833333333,30,109.0,535.0,1070.0,Education
193411,Jammu and Kashmir,Badgam,119.6,95.36,30.165099293699186,36.144235225105,42.90834483027315,35.56268271225802,47.24640002336506,38.038058252427184,50,1116.0,5589.0,3779.0,Labor
193501,Jammu and Kashmir,Bandipore,34.304114,74.57524,32.98832722896434,31.55362480955488,41.288123337082105,27.80790341001776,42.626842445326574,34.57930693069307,50,527.0,2408.0,4062.0,Labor
193502,Jammu and Kashmir,Bandipore,34.33592,74.678599,33.42569281816069,36.44047738612498,43.359695453448666,35.27256337308695,46.5441279239449,38.60441176470588,50,1066.0,9710.0,5436.0,Labor
193503,Jammu and Kashmir,Bandipore,34.541521,75.191308,31.20353305577056,24.291873531138716,35.26524991693837,27.180102223117455,31.284890179837983,29.440842105263158,30,327.0,686.0,844.0,Rural_Hollowing
193504,Jammu and Kashmir,Bandipore,34.2591388,74.6645277,31.47407285994826,27.395435467108157,40.81047405634186,26.745908453222345,32.742013025962684,31.13051020408163,50,194.0,1342.0,1128.0,Rural_Hollowing
194101,Jammu and Kashmir,Leh,33.6029517,78.65617949999998,32.470102786506665,30.09974018604514,44.82782655592464,30.207152625012416,37.48898077744339,34.288041237113404,50,204.0,1559.0,1285.0,Rural_Hollowing
194102,Jammu and Kashmir,Kargil,34.4320118,75.817805,35.73757763975155,18.89048000739312,32.137101972786354,26.510229674033614,22.39366017883371,26.852717391304346,30,111.0,403.0,292.0,Education
194103,Jammu and Kashmir,Kargil,34.409335,76.0130784,32.79970264513608,26.94152048481707,39.4218900639949,28.707681741448628,32.331664347257835,31.504526315789473,50,335.0,930.0,662.0,Rural_Hollowing
194104,Jammu and Kashmir,Leh,37.8,122.4,39.96835443037975,18.651227166572806,31.95889834243251,26.72349329538749,20.099205616129737,27.217848101265822,30,18.0,199.0,79.0,Education
194105,Jammu and Kashmir,Kargil,34.553506,76.135043,41.29769767269767,21.62048453624712,35.85616091633613,26.418209993050436,26.626020263841543,29.892083333333332,30,235.0,746.0,512.0,Education
194106,Jammu and Kashmir,Leh,34.1525914,77.5770485,34.223443223443226,20.005991073267328,36.556126804557344,26.03973815351456,26.101717642029968,28.06010989010989,30,41.0,512.0,541.0,Rural_Hollowing
194109,Jammu and Kashmir,Kargil,34.4669059,76.5119628,36.9597959407742,21.755369638315347,36.06222693999327,26.50400119784701,25.467212346914067,28.872065217391306,30,153.0,416.0,374.0,Education
194201,Jammu and Kashmir,Leh,33.9198799,77.87039179999998,38.411764705882355,21.350192721505042,36.99545291347158,26.85340628385181,25.98845952950878,29.413058823529415,50,38.0,668.0,514.0,Education
194301,Jammu and Kashmir,Kargil,34.99447,78.78784,40.561527250292116,22.552012628424592,33.40350200677514,30.17883849425996,26.148144691987298,30.407789473684208,50,301.0,431.0,445.0,Education
194302,Jammu and Kashmir,Kargil,34.553506,76.135043,41.27329192546584,20.979195109431053,35.237256021365305,26.18414271751187,23.797242774096507,29.041521739130438,30,90.0,472.0,261.0,Education
194401,Jammu and Kashmir,Leh,34.4020402,77.65790769999998,35.81989247311828,24.526552444996547,41.44455362009708,26.810603680578726,28.117207598200793,30.611612903225808,50,97.0,930.0,510.0,Rural_Hollowing
201001,Uttar Pradesh,Ghaziabad,28.6845277,77.52475,31.61029577613572,39.697652502473915,46.614927151181504,47.369350062331335,53.464413998377644,43.789245283018865,80,6131.0,39693.0,25069.0,Labor
201002,Uttar Pradesh,Ghaziabad,28.736544,77.352542,31.836635951382103,36.84133236118327,45.659601323916945,28.482987867147287,48.06279567672053,37.31817307692308,100,1757.0,16914.0,6897.0,Labor
201003,Uttar Pradesh,Ghaziabad,28.727872,77.404928,35.597238557908526,32.43688497391721,41.59908825516466,27.681214808782165,40.29433613764218,34.82607843137255,30,473.0,1958.0,1975.0,Rural_Hollowing
201004,Uttar Pradesh,Ghaziabad,28.6920556,77.4503333,49.44444444444444,12.830685142059588,21.4678593851731,26.013780617829568,15.25254414136076,25.22833333333333,30,3.0,43.0,22.0,Education
201005,Uttar Pradesh,Ghaziabad,28.693301,77.357566,34.13189956960876,37.97477821733127,47.34918689181058,38.17375371285083,50.16442925849304,41.10057692307692,50,1565.0,17537.0,8844.0,Labor
201006,Uttar Pradesh,Ghaziabad,28.70062,77.328853,33.48057535465624,30.892113216226367,44.80376767154686,27.558074370038273,39.39375257705017,34.363125000000004,30,208.0,1765.0,1333.0,Rural_Hollowing
201007,Uttar Pradesh,Ghaziabad,28.67838605,77.37473742,32.344805738923384,30.379540917549992,40.05997624872137,26.653623561705672,40.45856555964392,33.30950980392157,50,399.0,2850.0,2679.0,Labor
201008,Uttar Pradesh,Gautam Buddha Nagar,28.546328,77.388425,27.45138888888889,23.44824012880895,38.41462898220795,26.736678949395934,28.047898591018992,28.236041666666665,30,83.0,512.0,517.0,Rural_Hollowing
201009,Uttar Pradesh,Gautam Buddha Nagar,28.61779,77.477367,34.26351029148683,42.647603202904634,50.18785712684599,31.723492618666157,54.708475047912714,41.782897196261686,50,1779.0,29457.0,13958.0,Labor
201010,Uttar Pradesh,Ghaziabad,28.641309,77.318734,27.0836404567208,33.59696418818097,44.6872431251302,27.415768013706472,42.60324323506901,34.21415841584159,50,429.0,3744.0,2460.0,Rural_Hollowing
201011,Uttar Pradesh,Ghaziabad,28.664917,77.330289,33.921806085071395,26.877189418565333,41.4769189342239,26.68991024191294,30.868668367732127,31.22734693877551,30,121.0,1018.0,583.0,Rural_Hollowing
201012,Uttar Pradesh,Ghaziabad,28.6532778,77.3566944,32.760312398529464,31.552969460413777,44.121271244510176,27.71391866701726,39.302138838798946,34.26950495049505,50,481.0,3159.0,1544.0,Rural_Hollowing
201013,Uttar Pradesh,Ghaziabad,28.68551559,77.48418804,30.949246320458442,31.244887328976112,42.93924593774181,27.522926324097106,35.84277587393568,32.92969696969697,50,238.0,2677.0,1239.0,Rural_Hollowing
201014,Uttar Pradesh,Ghaziabad,28.6391052909022,77.3714679946945,33.01916656975081,36.964374106893054,50.02482918448896,30.64920811610957,45.88310241369608,38.33941176470588,50,531.0,6217.0,2589.0,Rural_Hollowing
201015,Uttar Pradesh,Ghaziabad,28.676666,77.500784,41.079077951526926,29.375910004637653,45.5668346517203,27.604880534502282,32.60024842200677,34.34795918367347,30,137.0,1615.0,525.0,Rural_Hollowing
201016,Uttar Pradesh,Ghaziabad,28.62565,77.43508,34.78324081416865,25.89590507438878,39.620147878899495,26.50686795283236,28.394687638020176,30.38474226804124,30,134.0,772.0,333.0,Rural_Hollowing
201017,Uttar Pradesh,Ghaziabad,28.68915843,77.44517332,44.69309253161903,29.718189088193867,42.92277494519878,30.1295713944743,32.97056897300306,35.447227722772276,50,220.0,2993.0,878.0,Education
201019,Uttar Pradesh,Ghaziabad,28.6681111,77.4284722,68.73333333333333,22.756689296312857,43.307084182671,25.7783456160626,21.893743454534544,35.617333333333335,30,12.0,327.0,14.0,Education
201020,Uttar Pradesh,Ghaziabad,28.6196438776206,77.3462093556991,71.25,18.09311928814373,34.11294835833435,25.376543326383768,18.78433120829534,33.08604166666667,30,1.0,103.0,7.0,Education
201102,Uttar Pradesh,Ghaziabad,28.78861,77.342493,35.05675061732443,40.71243126939012,47.172756108107556,48.377962763039584,53.465844264838445,45.01757009345795,100,6882.0,54615.0,21496.0,Labor
201103,Uttar Pradesh,Ghaziabad,28.802703,77.234767,59.148936170212764,16.79391698157597,28.662724940878437,26.147139942303735,17.119966388531623,29.448085106382976,30,11.0,70.0,13.0,Education
201201,Uttar Pradesh,Ghaziabad,28.855159,77.670792,29.40055435455936,29.10212652897769,40.817834416626276,27.04834728374433,33.19921408696402,31.225212765957448,50,206.0,1569.0,643.0,Rural_Hollowing
201204,Uttar Pradesh,Ghaziabad,28.889612,77.471631,30.23854023601673,35.1399619099792,43.506296361178386,33.283710381650664,46.97093174801204,37.317281553398054,50,1618.0,7445.0,4017.0,Labor
201206,Uttar Pradesh,Ghaziabad,28.767089,77.540446,29.510560665872678,34.95784787435684,42.98841867380805,28.6048407862954,45.81731243768634,35.65679611650486,50,1202.0,8392.0,4443.0,Labor
201301,Uttar Pradesh,Gautam Buddha Nagar,28.579201,77.324242,31.087807943168166,35.66896279761183,41.06194004519252,49.14095832407384,49.11121926500544,41.61862385321101,100,9816.0,38124.0,14279.0,Electoral
201302,Uttar Pradesh,Gautam Buddha Nagar,28.5787,77.3134,29.45413096068467,37.60817120050996,50.39201885071277,26.740507089457193,47.90915301036468,37.237941176470585,50,499.0,4411.0,3224.0,Rural_Hollowing
201303,Uttar Pradesh,Gautam Buddha Nagar,26.5124,77.85946,33.3355364442321,29.005079834583995,45.39574956210663,27.15617511089049,32.93015976259198,32.652934782608696,50,101.0,1411.0,551.0,Rural_Hollowing
201304,Uttar Pradesh,Gautam Buddha Nagar,28.523098,77.385555,34.34220278562857,36.87203077499141,46.87004908390447,27.905974138100298,46.533126007832294,37.55685714285714,50,689.0,15283.0,4118.0,Rural_Hollowing
201305,Uttar Pradesh,Gautam Buddha Nagar,28.539212,77.406374,45.38794180729664,27.446849462303145,41.586643993933045,27.127022822415636,29.22383660644854,33.431935483870966,30,151.0,1120.0,288.0,Education
201306,Uttar Pradesh,Gautam Buddha Nagar,28.531767,77.434227,36.13135365208206,37.03729845959967,45.74403810750817,42.84931426453947,48.53414694781214,41.9148076923077,70,5411.0,28188.0,6204.0,Labor
201307,Uttar Pradesh,Gautam Buddha Nagar,28.584932,77.38699,39.81850897640371,25.69648130031682,39.5809598954239,27.566756488358998,29.544374527155842,31.841250000000002,50,117.0,675.0,452.0,Education
201309,Uttar Pradesh,Ghaziabad,28.624805,77.402992,32.18009036350323,34.77089646924181,44.531609625888855,31.521105607452554,42.605533139913724,36.471553398058255,50,476.0,3679.0,2264.0,Rural_Hollowing
201310,Uttar Pradesh,Gautam Buddha Nagar,28.501498,77.523246,33.78652039340905,36.890923408674006,45.417850672119734,31.60681206097627,46.266152873605236,38.10294117647059,80,2567.0,10403.0,3261.0,Labor
201311,Uttar Pradesh,Gautam Buddha Nagar,28.576679,77.327169,55.588235294117645,15.851855783575271,24.9595689651933,26.209718165082208,16.26221227138768,27.83617647058824,30,4.0,37.0,8.0,Education
201312,Uttar Pradesh,Gautam Buddha Nagar,28.452212,77.525161,69.30232558139535,17.79080774560833,28.54014404334563,27.235709957147872,16.7763615434763,31.863023255813957,30,4.0,63.0,8.0,Education
