pincode,state,district,latitude,longitude,total_enrolment,total_demographic,total_biometric,spike_count,ever_influx_risk,ever_ghost_risk,mass_migration_days,max_risk_score,pincode_risk_level
143525,Punjab,Gurdaspur,32.16,75.36,41.0,812.0,1627.0,10,0,0,0,30,Medium
143526,Punjab,Gurdaspur,32.09,75.37,140.0,1696.0,3914.0,14,1,1,1,80,Critical
143527,Punjab,Gurdaspur,31.74,75.43,214.0,1914.0,4772.0,7,1,1,1,50,Medium
143528,Punjab,Gurdaspur,31.19,75.45,98.0,1077.0,2666.0,11,1,0,0,50,Medium
143529,Punjab,Gurdaspur,32.01,75.37,95.0,692.0,2128.0,15,1,0,0,30,Medium
143530,Punjab,Gurdaspur,32.07,75.45,115.0,861.0,3769.0,10,1,0,0,30,Medium
143531,Punjab,Gurdaspur,32.11,75.5,201.0,3739.0,8255.0,11,1,0,2,80,Critical
143532,Punjab,Gurdaspur,31.16,75.40999999999998,92.0,1150.0,2379.0,10,1,0,0,50,Medium
143533,Punjab,Gurdaspur,32.15,75.58,92.0,443.0,1889.0,12,0,0,0,30,Medium
143534,Punjab,Gurdaspur,31.8607038,75.182984,168.0,1007.0,3783.0,9,0,0,0,30,Medium
143601,Punjab,Amritsar,31.82,75.0,313.0,2332.0,6756.0,9,1,0,1,50,Medium
143602,Punjab,Gurdaspur,31.92,74.93,307.0,2108.0,6512.0,12,1,0,1,50,Medium
143603,Punjab,Amritsar,31.81,74.71,66.0,579.0,2599.0,9,0,0,0,30,Medium
143604,Punjab,Gurdaspur,32.0,75.04,181.0,2505.0,8248.0,10,1,0,1,50,Medium
143605,Punjab,Gurdaspur,31.97,75.04999999999998,43.0,695.0,2231.0,9,1,0,0,50,Medium
143606,Punjab,Amritsar,31.88,74.91,136.0,730.0,3599.0,8,0,0,0,30,Medium
144001,Punjab,Jalandhar,31.3384,75.3531,404.0,3719.0,10602.0,9,1,0,1,50,Medium
144002,Punjab,Jalandhar,31.37426,75.512,336.0,7109.0,10004.0,9,1,0,2,80,Critical
144003,Punjab,Jalandhar,31.29132848,75.55672319,305.0,2674.0,8276.0,11,1,1,1,50,Medium
144005,Punjab,Jalandhar,31.300299,75.63042799999998,144.0,1871.0,4660.0,11,1,0,1,50,Medium
144006,Punjab,Jalandhar,31.30868196,75.60466892,27.0,186.0,579.0,9,0,0,0,30,Medium
144007,Punjab,Jalandhar,31.32594121,75.62710435,63.0,325.0,1085.0,15,1,0,0,50,Medium
144008,Punjab,Jalandhar,31.3203,75.5908,283.0,1846.0,5772.0,9,1,0,0,50,Medium
144009,Punjab,Jalandhar,31.33374377,75.62297607,160.0,1329.0,3790.0,15,1,0,0,30,Medium
144010,Punjab,Jalandhar,31.30374888,75.64469516,6.0,78.0,332.0,10,0,0,0,30,Medium
144020,Punjab,Jalandhar,31.23388019,75.61624692,55.0,270.0,1527.0,13,1,0,0,50,Medium
144021,Punjab,Jalandhar,31.3542861,75.5464115,155.0,1758.0,3234.0,8,0,0,0,30,Medium
144022,Punjab,Jalandhar,31.29792934,75.59466035,148.0,1689.0,4368.0,8,1,0,1,50,Medium
144023,Punjab,Jalandhar,31.31435616,75.64032228,87.0,448.0,1922.0,10,1,0,0,30,Medium
144024,Punjab,Jalandhar,31.261,75.66299999999998,60.0,617.0,1662.0,11,1,1,0,50,Medium
144025,Punjab,Jalandhar,31.384,75.63899999999998,60.0,782.0,3071.0,10,1,0,0,50,Medium
144026,Punjab,Jalandhar,31.3534,75.61709999999998,82.0,1028.0,2780.0,13,0,1,0,30,Medium
144027,Punjab,Jalandhar,31.42155895,75.52098962,8.0,37.0,186.0,8,0,0,0,30,Medium
144028,Punjab,Jalandhar,31.23570365,75.47466472,4.0,78.0,295.0,8,0,0,0,30,Medium
144029,Punjab,Jalandhar,31.0855,75.9167,25.0,160.0,486.0,10,1,0,0,50,Medium
144030,Punjab,Jalandhar,31.41281274,75.80433772,18.0,84.0,252.0,7,1,0,0,50,Medium
144031,Punjab,Jalandhar,31.7234516,75.42139536,14.0,41.0,846.0,9,0,1,0,45,Medium
144032,Punjab,Jalandhar,31.2069036,75.6723245,10.0,62.0,302.0,9,0,0,0,30,Medium
144033,Punjab,Jalandhar,31.238182,76.488107,44.0,377.0,1639.0,11,0,1,0,30,Medium
144034,Punjab,Jalandhar,31.217806,75.769394,22.0,166.0,1095.0,8,0,0,0,30,Medium
144035,Punjab,Jalandhar,31.52747,75.8066,22.0,168.0,907.0,10,0,0,0,30,Medium
144036,Punjab,Jalandhar,31.217805,75.769395,40.0,332.0,1603.0,7,0,0,0,30,Medium
144037,Punjab,Jalandhar,31.0847815,75.6909651,32.0,149.0,1068.0,6,1,0,0,50,Medium
144039,Punjab,Jalandhar,31.125807,75.473293,127.0,1318.0,4335.0,12,1,0,0,50,Medium
144040,Punjab,Jalandhar,31.1449,75.4852,180.0,1521.0,4237.0,9,1,1,1,50,Medium
144041,Punjab,Jalandhar,31.52747,75.8066,116.0,1979.0,4132.0,9,1,0,1,50,Medium
144042,Punjab,Jalandhar,31.52747,75.8066,33.0,226.0,990.0,11,0,0,0,30,Medium
144043,Punjab,Jalandhar,31.217805,75.769395,21.0,170.0,869.0,5,0,0,0,30,Medium
144044,Punjab,Jalandhar,31.128403,75.474732,12.0,130.0,572.0,9,0,0,0,30,Medium
144101,Punjab,Jalandhar,31.3404,75.6717,34.0,335.0,1628.0,10,0,0,0,30,Medium
144102,Punjab,Jalandhar,31.3875,75.24559999999998,113.0,1458.0,3916.0,8,0,0,0,30,Medium
144103,Punjab,Jalandhar,31.4236,75.7569,18.0,145.0,476.0,10,1,0,0,50,Medium
144104,Punjab,Jalandhar,31.40638979,75.75481349,7.0,111.0,231.0,9,0,1,0,30,Medium
144105,Punjab,Hoshiarpur,31.56,75.63,81.0,841.0,1822.0,13,1,1,0,50,Medium
144106,Punjab,Jalandhar,31.4736,75.7577,29.0,302.0,1110.0,7,1,1,0,30,Medium
144201,Punjab,Jalandhar,31.3263,75.5762,146.0,1586.0,4568.0,13,1,0,0,30,Medium
144202,Punjab,Hoshiarpur,31.46,75.36,102.0,1565.0,3133.0,6,1,0,0,50,Medium
144204,Punjab,Hoshiarpur,31.52,75.84,102.0,1104.0,1864.0,14,1,1,0,50,Medium
144205,Punjab,Hoshiarpur,31.815271,75.655368,303.0,3693.0,7748.0,11,1,0,2,50,Medium
144206,Punjab,Hoshiarpur,31.735005,75.883544,15.0,90.0,552.0,8,0,0,0,30,Medium
144207,Punjab,Hoshiarpur,31.84,75.84,108.0,814.0,3134.0,9,1,0,0,50,Medium
144208,Punjab,Hoshiarpur,30.45,75.89,102.0,1136.0,3244.0,12,0,0,1,50,Medium
144209,Punjab,Hoshiarpur,31.24,74.56,19.0,134.0,745.0,10,0,1,0,30,Medium
144210,Punjab,Hoshiarpur,31.31,75.54,69.0,762.0,2230.0,6,0,1,0,30,Medium
144211,Punjab,Hoshiarpur,31.5143178,75.911483,229.0,3576.0,6343.0,9,1,0,2,50,Medium
144212,Punjab,Hoshiarpur,31.59,75.88,50.0,385.0,1265.0,7,0,0,0,30,Medium
144213,Punjab,Hoshiarpur,31.94,75.13,26.0,241.0,1145.0,12,0,0,0,30,Medium
144214,Punjab,Hoshiarpur,30.84,75.12,72.0,379.0,1670.0,10,0,0,0,30,Medium
144216,Punjab,Hoshiarpur,31.15,75.15,59.0,346.0,1872.0,10,1,0,0,30,Medium
144221,Punjab,Hoshiarpur,31.8,75.45,159.0,2512.0,5921.0,11,1,1,2,50,Medium
144222,Punjab,Hoshiarpur,31.25,75.45,44.0,544.0,2169.0,12,1,0,0,50,Medium
144223,Punjab,Hoshiarpur,31.46,74.13,48.0,216.0,963.0,8,1,0,0,50,Medium
144224,Punjab,Hoshiarpur,23.41,87.91,41.0,302.0,1344.0,15,0,0,0,30,Medium
144301,Punjab,Jalandhar,31.4346,75.6498,57.0,311.0,1799.0,7,0,0,0,30,Medium
144302,Punjab,Jalandhar,30.9987,75.16509999999998,21.0,160.0,763.0,9,0,0,0,30,Medium
144303,Punjab,Jalandhar,31.4328,75.6508,12.0,230.0,1129.0,6,0,0,0,30,Medium
144305,Punjab,Hoshiarpur,31.45,74.15,36.0,211.0,968.0,8,0,0,0,30,Medium
144306,Punjab,Hoshiarpur,32.02,75.61,103.0,1994.0,4072.0,6,1,0,1,80,Critical
144311,Punjab,Jalandhar,31.32055,75.2584,10.0,27.0,426.0,10,0,0,0,30,Medium
144401,Punjab,Kapurthala,31.2486,75.80989,1100.0,2341.0,12118.0,10,1,0,0,50,Medium
144402,Punjab,Kapurthala,31.0514,75.7,66.0,645.0,3038.0,9,1,1,0,50,Medium
144403,Punjab,Kapurthala,31.29515,75.73451,27.0,247.0,1274.0,11,1,1,0,50,Medium
144404,Punjab,Hoshiarpur,31.24,75.84,14.0,174.0,496.0,8,0,0,0,30,Medium
144405,Punjab,Kapurthala,31.80705,75.89078,36.0,195.0,785.0,13,1,0,0,50,Medium
144406,Punjab,Hoshiarpur,30.45,75.42,10.0,85.0,224.0,7,0,0,0,30,Medium
144407,Punjab,Kapurthala,31.34097,75.79195,14.0,256.0,1155.0,7,0,0,0,30,Medium
144408,Punjab,Kapurthala,31.3488818,75.8688551,4.0,56.0,260.0,7,0,1,0,30,Medium
144409,Punjab,Jalandhar,31.1452,75.71339999999998,79.0,999.0,3961.0,10,1,1,0,50,Medium
144410,Punjab,Jalandhar,31.0368,75.8228,200.0,2305.0,7766.0,15,1,0,1,50,Medium
144411,Punjab,Jalandhar,31.2396,75.71091,0.0,5.0,0.0,0,0,0,0,0,No Risk
144416,Punjab,Jalandhar,31.0828,75.8874,29.0,272.0,1250.0,16,1,0,0,50,Medium
144417,Punjab,Shaheed Bhagat Singh Nagar,31.0684,76.00239999999998,11.0,155.0,618.0,6,0,1,0,30,Medium
144418,Punjab,Jalandhar,31.1369,75.8531,41.0,507.0,1992.0,10,1,1,0,50,Medium
144419,Punjab,Jalandhar,31.0531,75.86279999999998,30.0,160.0,1154.0,11,0,0,0,30,Medium
144421,Punjab,Nawanshahr,31.1005,76.0377,19.0,215.0,846.0,11,1,1,0,65,High
144422,Punjab,Nawanshahr,31.05057619,75.96099611,31.0,167.0,636.0,8,1,1,0,45,Medium
144501,Punjab,Jalandhar,31.1942,75.8491,22.0,294.0,798.0,7,0,0,0,30,Medium
144502,Punjab,Jalandhar,31.1617,75.8769,19.0,224.0,1026.0,10,0,0,0,30,Medium
144503,Punjab,Nawanshahr,31.2222,75.8846,50.0,352.0,1204.0,10,1,1,0,50,Medium
144504,Punjab,Nawanshahr,31.1784,75.89199999999998,23.0,185.0,741.0,12,1,1,0,50,Medium
144505,Punjab,Nawanshahr,31.1964,75.96779999999998,204.0,961.0,3241.0,11,1,1,0,50,Medium
144506,Punjab,Nawanshahr,31.1869,75.9922,17.0,100.0,425.0,7,1,0,0,50,Medium
144507,Punjab,Nawanshahr,31.1186,75.95579999999998,30.0,288.0,929.0,10,1,1,0,50,Medium
144508,Punjab,Nawanshahr,31.300299,75.630428,11.0,90.0,534.0,9,0,0,0,30,Medium
144509,Punjab,Shaheed Bhagat Singh Nagar,31.15329117,75.96212503,19.0,112.0,357.0,13,0,0,0,30,Medium
144510,Punjab,Nawanshahr,31.2144,76.0232,32.0,176.0,527.0,8,1,0,0,50,Medium
144511,Punjab,Nawanshahr,30.9755,76.0184,44.0,194.0,602.0,14,0,0,0,30,Medium
144512,Punjab,Nawanshahr,31.15995376,76.04531591,22.0,199.0,885.0,9,0,1,0,30,Medium
144513,Punjab,Shaheed Bhagat Singh Nagar,31.1343,76.046,24.0,158.0,613.0,12,0,1,0,30,Medium
144514,Punjab,Nawanshahr,31.0667,76.1667,144.0,1538.0,4474.0,12,1,1,0,50,Medium
144515,Punjab,Shaheed Bhagat Singh Nagar,31.0675,76.2035,61.0,586.0,1722.0,7,0,1,0,30,Medium
144516,Punjab,Shaheed Bhagat Singh Nagar,31.104,76.1682,54.0,328.0,1274.0,13,1,0,0,50,Medium
144517,Punjab,Nawanshahr,31.05018797,76.1189109,63.0,804.0,2619.0,9,1,0,0,30,Medium
144518,Punjab,Nawanshahr,31.0486,76.0539,26.0,296.0,1141.0,11,1,0,0,50,Medium
144519,Punjab,Hoshiarpur,31.81726,75.657304,22.0,145.0,841.0,14,0,0,0,30,Medium
144520,Punjab,Hoshiarpur,31.03,75.81,11.0,107.0,814.0,5,0,0,0,30,Medium
144521,Punjab,Nawanshahr,31.42,75.06,158.0,779.0,5505.0,12,1,0,0,50,Medium
144522,Punjab,Nawanshahr,31.25,75.14,80.0,626.0,2435.0,11,1,0,0,50,Medium
144523,Punjab,Hoshiarpur,31.56,75.11,102.0,589.0,2403.0,13,1,1,0,50,Medium
144524,Punjab,Nawanshahr,31.179769,76.232211,34.0,154.0,1367.0,13,0,0,0,30,Medium
144525,Punjab,Nawanshahr,31.56,75.89,70.0,220.0,1534.0,11,0,0,0,30,Medium
144526,Punjab,Nawanshahr,31.45,75.96,53.0,253.0,1632.0,14,0,0,0,30,Medium
144527,Punjab,Hoshiarpur,31.25,74.51,140.0,1910.0,4856.0,9,0,0,1,80,Critical
144528,Punjab,Hoshiarpur,31.56,75.12,61.0,574.0,1852.0,10,1,1,0,45,Medium
144529,Punjab,Hoshiarpur,31.46,75.89,34.0,173.0,992.0,12,0,0,0,30,Medium
144530,Punjab,Hoshiarpur,31.3474,76.14874,28.0,303.0,1152.0,10,1,0,0,50,Medium
144531,Punjab,Hoshiarpur,30.24,74.58,31.0,124.0,650.0,9,0,0,0,30,Medium
144532,Punjab,Hoshiarpur,31.45,75.45,32.0,291.0,1380.0,9,1,1,0,30,Medium
144533,Punjab,Shaheed Bhagat Singh Nagar,31.515963,75.904004,36.0,177.0,1019.0,11,0,0,0,30,Medium
144601,Punjab,Kapurthala,31.38474,75.418102,2140.0,2729.0,12197.0,10,1,0,0,50,Medium
144602,Punjab,Kapurthala,31.34831,75.41814,23.0,207.0,411.0,10,0,0,0,30,Medium
144606,Punjab,Kapurthala,31.37493,75.384206,18.0,184.0,911.0,10,0,0,0,30,Medium
144620,Punjab,Kapurthala,31.258877,75.2339139,133.0,1027.0,3549.0,9,1,0,0,50,Medium
144621,Punjab,Kapurthala,31.61279,75.52751,76.0,557.0,1595.0,8,1,1,0,50,Medium
144622,Punjab,Jalandhar,31.5230704,75.486906,82.0,1357.0,3252.0,11,1,0,1,50,Medium
144623,Punjab,Jalandhar,31.26957,75.40631,103.0,650.0,1672.0,10,1,1,0,50,Medium
144624,Punjab,Kapurthala,31.52735,75.40625,42.0,367.0,1502.0,10,1,0,0,50,Medium
144625,Punjab,Kapurthala,31.1540938,77.3798012,32.0,298.0,1196.0,11,0,0,0,30,Medium
144626,Punjab,Kapurthala,31.19524,75.1263,117.0,1554.0,4942.0,11,1,0,0,50,Medium
144628,Punjab,Kapurthala,31.374928,75.384208,44.0,493.0,2534.0,9,0,0,0,30,Medium
144629,Punjab,Jalandhar,31.0919,75.3178,94.0,660.0,3968.0,7,1,0,0,30,Medium
144630,Punjab,Jalandhar,31.1743,75.4817,62.0,513.0,2017.0,14,1,0,0,30,Medium
144631,Punjab,Kapurthala,31.609393,75.471193,16.0,146.0,683.0,11,0,0,0,30,Medium
144632,Punjab,Jalandhar,31.2227913,75.7764331,48.0,611.0,2877.0,10,0,0,0,30,Medium
144633,Punjab,Jalandhar,31.1778861,75.6576652,11.0,83.0,440.0,9,1,0,0,30,Medium
144701,Punjab,Jalandhar,31.125809,75.473291,56.0,623.0,1957.0,9,0,0,0,30,Medium
144702,Punjab,Jalandhar,31.374927,75.384209,119.0,1153.0,4336.0,16,1,0,0,50,Medium
144703,Punjab,Jalandhar,31.125808,75.473292,39.0,387.0,1436.0,11,0,0,0,30,Medium
144801,Punjab,Jalandhar,31.4364,75.4956,132.0,970.0,4645.0,10,1,0,0,50,Medium
144802,Punjab,Kapurthala,31.5423317,75.5058241,66.0,518.0,1986.0,14,1,1,0,45,Medium
144803,Punjab,Jalandhar,31.05042,75.91407,13.0,147.0,740.0,9,0,0,0,30,Medium
144804,Punjab,Kapurthala,31.1684383,75.5938799,105.0,793.0,3733.0,15,1,0,0,50,Medium
144805,Punjab,Jalandhar,31.382075,75.384029,14.0,73.0,488.0,9,0,0,0,30,Medium
144806,Punjab,Jalandhar,31.3967,75.45946,61.0,176.0,1072.0,14,0,0,0,30,Medium
144819,Punjab,Kapurthala,31.5726041,75.4000182,53.0,281.0,878.0,7,1,1,0,50,Medium
145001,Punjab,Gurdaspur,32.33,75.76999999999998,605.0,10167.0,14069.0,7,1,1,3,50,Medium
145022,Punjab,Gurdaspur,32.2643445,75.64210509999998,53.0,298.0,1373.0,11,0,0,0,30,Medium
145023,Punjab,Gurdaspur,32.33,75.58,209.0,3030.0,5915.0,10,1,1,1,80,Critical
145024,Punjab,Gurdaspur,32.35,75.61,25.0,162.0,374.0,9,0,0,0,30,Medium
145025,Punjab,Gurdaspur,32.27,75.61,342.0,2293.0,6196.0,10,1,0,0,50,Medium
145026,Punjab,Gurdaspur,32.24,75.40999999999998,67.0,639.0,1535.0,9,1,0,0,30,Medium
145027,Punjab,Gurdaspur,32.32,75.40999999999998,81.0,520.0,1658.0,10,1,0,0,50,Medium
145029,Punjab,Gurdaspur,32.4,75.72,71.0,479.0,880.0,11,0,0,0,30,Medium
145101,Punjab,Gurdaspur,32.16,75.65,62.0,615.0,1205.0,7,0,0,0,30,Medium
146001,Punjab,Hoshiarpur,31.535157,75.915203,2521.0,16746.0,22606.0,7,1,1,5,70,High
146021,Punjab,Hoshiarpur,31.25,75.41,21.0,164.0,666.0,9,0,0,0,30,Medium
146022,Punjab,Hoshiarpur,31.54,74.23,29.0,254.0,1099.0,12,0,1,0,30,Medium
146023,Punjab,Hoshiarpur,31.518872,75.953916,29.0,133.0,527.0,11,0,0,0,30,Medium
146024,Punjab,Hoshiarpur,31.515963,75.904004,26.0,203.0,891.0,10,0,0,0,30,Medium
146101,Punjab,Hoshiarpur,31.56,75.84,21.0,238.0,899.0,11,0,0,0,30,Medium
146102,Punjab,Hoshiarpur,31.46,75.83,66.0,617.0,2556.0,12,1,1,0,50,Medium
146103,Punjab,Hoshiarpur,31.21,75.45,14.0,90.0,365.0,7,0,0,0,30,Medium
146104,Punjab,Hoshiarpur,31.12,75.86,45.0,289.0,1126.0,12,1,0,0,30,Medium
146105,Punjab,Hoshiarpur,31.45,75.414,28.0,641.0,1633.0,10,1,0,0,50,Medium
146106,Punjab,Hoshiarpur,31.68,75.52,2.0,49.0,208.0,5,0,0,0,30,Medium
146107,Punjab,Hoshiarpur,30.29,74.98,7.0,23.0,136.0,4,0,0,0,30,Medium
146108,Punjab,Hoshiarpur,31.56,75.45,13.0,154.0,879.0,11,0,0,0,30,Medium
146109,Punjab,Hoshiarpur,31.26,75.45,31.0,190.0,1299.0,13,1,0,0,50,Medium
146110,Punjab,Hoshiarpur,31.36,75.81,6.0,112.0,368.0,8,0,1,0,45,Medium
146111,Punjab,Hoshiarpur,31.05,75.46,69.0,658.0,2137.0,11,1,1,0,50,Medium
146112,Punjab,Hoshiarpur,31.09,75.84,44.0,243.0,986.0,11,1,0,0,50,Medium
146113,Punjab,Hoshiarpur,31.94,75.79,46.0,370.0,1436.0,11,1,0,0,50,Medium
146114,Punjab,Hoshiarpur,31.45,75.48,15.0,147.0,512.0,6,0,0,0,30,Medium
146115,Punjab,Hoshiarpur,31.25,75.89,7.0,68.0,291.0,8,0,0,0,30,Medium
146116,Punjab,Hoshiarpur,31.42,75.85,18.0,152.0,542.0,7,0,0,0,30,Medium
147001,Punjab,Fatehgarh Sahib,30.5702222,76.6453889,3989.0,41774.0,45964.0,9,1,1,5,100,Critical
147002,Punjab,Patiala,30.34,76.43,159.0,1565.0,2960.0,16,1,0,1,50,Medium
147003,Punjab,Patiala,30.3569167,76.4189167,39.0,245.0,750.0,5,1,0,0,30,Medium
147004,Punjab,Patiala,30.3539,76.401934,36.0,345.0,940.0,13,0,0,0,30,Medium
147005,Punjab,Patiala,30.339139,76.356081,4.0,92.0,238.0,7,1,0,0,50,Medium
147006,Punjab,Fatehgarh Sahib,30.41,76.35,0.0,8.0,1.0,0,0,0,0,0,No Risk
147021,Punjab,Patiala,30.33,76.41,126.0,1101.0,3093.0,8,1,1,0,50,Medium
147101,Punjab,Patiala,30.17,76.42,354.0,11764.0,17313.0,9,1,0,4,50,Medium
147102,Punjab,Patiala,30.0,76.17,146.0,1471.0,6539.0,11,1,0,0,50,Medium
147103,Punjab,Patiala,30.304376,76.454044,114.0,1073.0,2548.0,11,1,0,0,50,Medium
147104,Punjab,Fatehgarh Sahib,30.33,76.58,56.0,404.0,2239.0,11,0,1,0,45,Medium
147105,Punjab,Patiala,29.85,76.21,354.0,4856.0,13537.0,9,1,0,1,50,Medium
147111,Punjab,Patiala,30.11,76.49,189.0,2488.0,9689.0,11,1,0,1,50,Medium
147201,Punjab,Patiala,30.42,76.25,331.0,8551.0,15386.0,9,1,0,4,50,Medium
147202,Punjab,Patiala,30.45,76.2,135.0,1195.0,4683.0,12,1,0,0,50,Medium
147203,Punjab,Fatehgarh Sahib,30.55,76.15,159.0,1162.0,4920.0,10,1,0,0,30,Medium
147301,Punjab,Fatehgarh Sahib,30.63,76.28,355.0,3545.0,9458.0,12,1,0,1,50,Medium
148001,Punjab,Sangrur,30.2471944,75.84575,604.0,5560.0,14144.0,9,1,1,1,50,Medium
148017,Punjab,Sangrur,31.023277,75.507288,1.0,0.0,0.0,0,0,0,0,0,No Risk
148018,Punjab,Malerkotla,30.398147,76.015255,37.0,273.0,786.0,13,0,0,0,30,Medium
148019,Punjab,Malerkotla,30.613364,75.875181,41.0,351.0,722.0,7,0,0,0,30,Medium
148020,Punjab,Malerkotla,30.522664,75.705165,116.0,1646.0,3033.0,9,1,1,0,50,Medium
148021,Punjab,Malerkotla,30.647809,75.88099,145.0,1553.0,3065.0,6,1,0,0,50,Medium
148022,Punjab,Malerkotla,30.510269,76.053696,107.0,1461.0,2492.0,8,0,0,1,50,Medium
148023,Punjab,Malerkotla,15.383333,35.116667,767.0,13529.0,15562.0,10,1,0,2,80,Critical
148024,Punjab,Barnala,28.398271,77.053568,349.0,3638.0,10399.0,8,1,0,1,50,Medium
148025,Punjab,Barnala,31.795095,75.68408,127.0,947.0,3739.0,13,1,1,0,30,Medium
148026,Punjab,Sangrur,23.030176,72.584808,252.0,2798.0,7455.0,9,1,0,1,50,Medium
148027,Punjab,Sangrur,22.833334,69.355478,119.0,1160.0,4220.0,14,1,0,0,50,Medium
148028,Punjab,Sangrur,19.871715,82.775162,314.0,3188.0,10098.0,11,1,1,1,50,Medium
148029,Punjab,Sangrur,30.137231,75.677536,9.0,126.0,753.0,11,0,0,0,30,Medium
148030,Punjab,Sangrur,29.989595,75.982607,111.0,1366.0,4330.0,11,1,1,0,30,Medium
148031,Punjab,Sangrur,29.720519,75.337209,186.0,3080.0,8975.0,9,1,0,1,50,Medium
148033,Punjab,Sangrur,29.86624,75.889703,280.0,2504.0,9004.0,7,1,1,1,50,Medium
148034,Punjab,Sangrur,30.314739,75.819376,72.0,584.0,2524.0,11,0,0,0,30,Medium
148035,Punjab,Sangrur,30.106568,75.939066,178.0,2059.0,5927.0,13,1,0,1,50,Medium
148100,Punjab,Barnala,30.52474,75.426788,61.0,566.0,3179.0,11,1,1,0,30,Medium
148101,Punjab,Barnala,28.051003,73.481364,433.0,4362.0,12040.0,12,1,0,1,50,Medium
148102,Punjab,Barnala,30.467801,75.276343,88.0,1098.0,3202.0,9,1,1,1,50,Medium
148103,Punjab,Barnala,30.4215361,75.3804916,64.0,494.0,2279.0,11,1,0,0,50,Medium
148104,Punjab,Barnala,30.518923,75.508744,74.0,792.0,3339.0,8,1,0,0,50,Medium
148105,Punjab,Barnala,30.290524,75.633902,156.0,1863.0,4771.0,11,1,1,1,50,Medium
148106,Punjab,Barnala,15.4545,15.4154,184.0,1715.0,5513.0,15,1,1,0,50,Medium
148107,Punjab,Barnala,30.161562,74.568297,109.0,1865.0,3584.0,11,1,0,1,50,Medium
148108,Punjab,Barnala,26.455234,84.234466,158.0,2220.0,5732.0,8,0,0,1,50,Medium
148109,Punjab,Bathinda,29.632607,76.03774,68.0,884.0,4377.0,8,0,0,0,30,Medium
151001,Punjab,Bathinda,30.17343,74.92282,1010.0,12647.0,30464.0,8,1,1,2,50,Medium
151002,Punjab,Bathinda,30.21,74.9329,36.0,191.0,1067.0,9,1,0,0,50,Medium
151003,Punjab,Bathinda,30.25608,74.94534,8.0,99.0,275.0,10,0,0,0,30,Medium
151004,Punjab,Bathinda,30.21006,74.98192,2.0,4.0,6.0,1,0,0,0,30,Medium
151005,Punjab,Bathinda,30.1995,74.8639,123.0,1006.0,3259.0,10,0,0,0,30,Medium
151101,Punjab,Bathinda,30.2132,75.0903,207.0,2210.0,6406.0,8,1,0,1,50,Medium
151102,Punjab,Bathinda,30.3472,75.0918,99.0,1346.0,2950.0,11,1,0,0,50,Medium
151103,Punjab,Bathinda,30.2661,75.2534,304.0,2910.0,10171.0,10,0,0,1,50,Medium
151104,Punjab,Bathinda,30.3383,75.3208,69.0,458.0,2543.0,12,1,1,0,30,Medium
151105,Punjab,Bathinda,30.2661,75.2534,46.0,354.0,1767.0,10,0,0,0,30,Medium
151106,Punjab,Bathinda,30.4261,75.1648,47.0,442.0,2120.0,10,0,0,0,30,Medium
151108,Punjab,Bathinda,30.1491,75.185,59.0,478.0,2694.0,10,1,0,0,50,Medium
151111,Punjab,Bathinda,30.247,75.1633,33.0,264.0,1401.0,8,0,0,0,30,Medium
151201,Punjab,Bathinda,30.3527,74.8233,275.0,3058.0,8681.0,11,1,0,2,50,Medium
151202,Punjab,Faridkot,30.4508351,74.8828694,180.0,1672.0,4736.0,11,1,0,0,50,Medium
151203,Punjab,Faridkot,30.683489,74.760401,385.0,7907.0,16445.0,14,1,0,2,80,Critical
151204,Punjab,Faridkot,30.542,74.78335,219.0,2769.0,9855.0,11,1,1,1,50,Medium
151205,Punjab,Faridkot,30.43677,74.99656,78.0,541.0,2550.0,14,1,1,0,50,Medium
151206,Punjab,Bathinda,30.4433,75.0947,74.0,1236.0,3240.0,7,0,1,0,30,Medium
151207,Punjab,Faridkot,30.64405,74.90891999999998,82.0,683.0,3994.0,10,0,0,0,30,Medium
151208,Punjab,Faridkot,30.131256,74.7095492,40.0,841.0,2636.0,6,0,0,0,30,Medium
151209,Punjab,Faridkot,30.6185,74.7489,43.0,417.0,2310.0,8,0,0,0,30,Medium
151210,Punjab,Sri Muktsar Sahib,30.1891829,74.505306,97.0,1391.0,3359.0,12,0,0,0,30,Medium
151211,Punjab,Sri Muktsar Sahib,30.14212,75.18980999999998,39.0,1464.0,2745.0,16,1,1,1,50,Medium
151212,Punjab,Faridkot,30.6740961,74.600503,149.0,1092.0,5156.0,7,1,0,0,30,Medium
151301,Punjab,Bathinda,30.0149,74.9253,195.0,1631.0,5964.0,9,0,0,0,30,Medium
151302,Punjab,Bathinda,29.9224,75.1137,227.0,2357.0,7055.0,11,1,0,1,50,Medium
151401,Punjab,Bathinda,30.0409,74.8251,168.0,4518.0,7287.0,8,0,0,2,50,Medium
151501,Punjab,Bathinda,30.2792,75.0158,168.0,3476.0,6683.0,9,1,0,2,50,Medium
151502,Punjab,Mansa,29.9916,75.4004,173.0,2692.0,11820.0,11,1,0,1,50,Medium
151503,Punjab,Mansa,29.8328,75.59099999999998,98.0,1846.0,5900.0,10,0,0,1,50,Medium
151504,Punjab,Mansa,30.118,75.62919999999998,100.0,812.0,6855.0,8,1,0,0,50,Medium
151505,Punjab,Bathinda,29.96075,75.33076,400.0,9733.0,21146.0,7,1,0,3,50,Medium
